price,price_category,type,beds,baths,address,furnishing,completion_status,post_date,average_rent,building_name,year_of_completion,total_parking_spaces,total_floors,total_building_area_sqft,elevators,area_name,city,country,Latitude,Longitude,purpose
4500000,High,Townhouse,4,5,"The Fields, District 11, Mohammed Bin Rashid City, Dubai",Unfurnished,Off-Plan,2024-04-19,0,Unknown,0,0,0,0,0,Mohammed Bin Rashid City,Dubai,UAE,25.1640592,55.28566124091724,For Sale
2500000,Medium,Apartment,1,2,"Address Residences Zabeel, Za'abeel 1, Za'abeel, Dubai",Furnished,Off-Plan,2024-04-17,0,Unknown,0,0,0,0,0,Za'abeel,Dubai,UAE,25.21683265,55.30011608643647,For Sale
1300000,Average,Apartment,2,3,"Areej Apartments, Aljada, Sharjah",Unfurnished,Ready,2024-03-20,74226,Unknown,0,0,0,0,0,Aljada,Sharjah,UAE,25.31816755,55.47543407937037,For Sale
1151200,Average,Apartment,1,2,"Reem Hills, Al Reem Island, Abu Dhabi",Unfurnished,Off-Plan,2024-03-28,0,Unknown,0,0,0,0,0,Al Reem Island,Abu Dhabi,UAE,24.4935984,54.40784050903402,For Sale
1800000,Medium,Villa,3,4,"Sharjah Sustainable City, Shaghrafa 1, Al Rahmaniya, Sharjah",Unfurnished,Ready,2024-04-18,86982,Unknown,0,0,0,0,0,Al Rahmaniya,Sharjah,UAE,25.33455735,55.57830408329693,For Sale
1600000,Medium,Apartment,1,2,"Peninsula One, Peninsula, Business Bay, Dubai",Unfurnished,Off-Plan,2024-03-28,0,Unknown,0,0,0,0,0,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale
1400000,Medium,Apartment,1,1,"Socio Tower B, Socio, Dubai Hills Estate, Dubai",Unfurnished,Ready,2024-04-02,96926,Socio Tower 2,2023,0,13,263,4,Dubai Hills Estate,Dubai,UAE,25.09872095,55.25394008697513,For Sale
560000,Average,Apartment,0,1,"Lincoln Park Westside, Lincoln Park, Arjan, Dubai",Unfurnished,Ready,2024-04-16,52698,Lincoln Park -West Side,2014,0,7,144,0,Arjan,Dubai,UAE,25.0627549,55.2392983,For Sale
1004000,Average,Apartment,1,2,"il Teatro Residences 1, il Teatro Residences, Aljada, Sharjah",Furnished,Off-Plan,2024-04-18,0,Unknown,0,0,0,0,0,Aljada,Sharjah,UAE,25.31816755,55.47543407937037,For Sale
1505000,Medium,Apartment,2,3,"The Central Downtown, Arjan, Dubai",Unfurnished,Off-Plan,2024-04-15,0,Unknown,0,0,0,0,0,Arjan,Dubai,UAE,25.0627549,55.2392983,For Sale
2200000,Medium,Villa,3,4,"DAMAC Hills 2 (Akoya by DAMAC), Dubai",Unfurnished,Ready,2024-04-18,112631,Unknown,0,0,0,0,0,DAMAC Hills 2 (Akoya by DAMAC),Dubai,UAE,24.982883,55.37972,For Sale
2150000,Medium,Apartment,0,1,"Burj Khalifa, Downtown Dubai, Dubai",Furnished,Ready,2023-11-02,0,Burj Khalifa,2010,0,20,2,0,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale
5700000,High,Apartment,3,4,"Lamaa, Madinat Jumeirah Living, Umm Suqeim, Dubai",Unfurnished,Off-Plan,2023-12-06,0,Unknown,0,0,0,0,0,Umm Suqeim,Dubai,UAE,25.1539087,55.2075004,For Sale
1800000,Medium,Apartment,1,1,"Grove, Dubai Creek Harbour, Dubai",Unfurnished,Off-Plan,2024-03-20,0,Unknown,0,0,0,0,0,Dubai Creek Harbour,Dubai,UAE,25.197978,55.36037960558315,For Sale
1099999,Average,Apartment,1,2,"MAG 5 Residence (B2 Tower), Marina Square, Al Reem Island, Abu Dhabi",Unfurnished,Ready,2023-12-07,91855,Unknown,0,0,0,0,0,Al Reem Island,Abu Dhabi,UAE,24.4935984,54.40784050903402,For Sale
1555000,Medium,Apartment,2,3,"Shakespeare Circus 3, Shakespeare Circus, Uptown Motor City, Motor City, Dubai",Unfurnished,Ready,2024-03-29,130202,SHAKESPEARE SIRCUS 3,2011,0,6,126,0,Motor City,Dubai,UAE,25.0476902,55.23820948643042,For Sale
2100000,Medium,Apartment,1,1,"Celadon 3, Celadon, Central Park, City Walk, Al Wasl, Dubai",Unfurnished,Off-Plan,2024-04-01,0,Unknown,0,0,0,0,0,Al Wasl,Dubai,UAE,25.1959326,55.2557371,For Sale
560205,Average,Apartment,0,1,"Red Square, JVT District 3, Jumeirah Village Triangle (JVT), Dubai",Furnished,Off-Plan,2024-04-14,0,Unknown,0,0,0,0,0,Jumeirah Village Triangle (JVT),Dubai,UAE,25.045564,55.187287,For Sale
4100000,High,Apartment,2,4,"La Sirene, Port de La Mer, La Mer, Jumeirah, Dubai",Unfurnished,Off-Plan,2024-03-28,0,Unknown,0,0,0,0,0,Jumeirah,Dubai,UAE,25.2069604,55.2474974,For Sale
989000,Average,Apartment,2,3,"Al Marwa 3 Tower, Al Khan, Sharjah",Unfurnished,Ready,2024-04-13,0,Unknown,0,0,0,0,0,Al Khan,Sharjah,UAE,25.3223781,55.3593947475409,For Sale
795000,Average,Apartment,0,1,"Elitz 3 by Danube, JVC District 13, Jumeirah Village Circle (JVC), Dubai",Furnished,Off-Plan,2024-04-14,0,Unknown,0,0,0,0,0,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale
1700000,Medium,Townhouse,4,4,"Camelia, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Unfurnished,Off-Plan,2024-03-21,0,Unknown,0,0,0,0,0,DAMAC Hills 2 (Akoya by DAMAC),Dubai,UAE,24.982883,55.37972,For Sale
980000,Average,Apartment,1,1,"Serene Gardens, Discovery Gardens, Dubai",Unfurnished,Off-Plan,2024-01-19,0,Unknown,0,0,0,0,0,Discovery Gardens,Dubai,UAE,25.03827075,55.145695642320376,For Sale
3327570,High,Apartment,3,4,"Volga Tower, JVT District 7, Jumeirah Village Triangle (JVT), Dubai",Unfurnished,Off-Plan,2024-03-28,0,Unknown,0,0,0,0,0,Jumeirah Village Triangle (JVT),Dubai,UAE,25.045564,55.187287,For Sale
1974000,Medium,Townhouse,4,5,"Royal Park, Masdar City, Abu Dhabi",Furnished,Off-Plan,2024-04-18,0,Unknown,0,0,0,0,0,Masdar City,Abu Dhabi,UAE,24.42748265,54.6234876171374,For Sale
1350000,Average,Villa,5,7,"Al Yasmeen, Ajman",Unfurnished,Ready,2024-04-24,96224,Unknown,0,0,0,0,0,Al Yasmeen,Ajman,UAE,25.4019945,55.5066576,For Sale
2900000,Medium,Townhouse,4,4,"Park Residences 1, DAMAC Hills, Dubai",Unfurnished,Ready,2024-04-19,0,Unknown,0,0,0,0,0,DAMAC Hills,Dubai,UAE,25.0279508,55.2649127,For Sale
680000,Average,Apartment,1,1,"Horizon Tower B, Horizon Towers, City of Lights, Al Reem Island, Abu Dhabi",Unfurnished,Ready,2023-10-12,48958,Unknown,0,0,0,0,0,Al Reem Island,Abu Dhabi,UAE,24.4935984,54.40784050903402,For Sale
276100,Average,Apartment,0,1,"Verdana Residence, Dubai Investment Park (DIP), Dubai",Unfurnished,Off-Plan,2024-04-15,0,Unknown,0,0,0,0,0,Dubai Investment Park (DIP),Dubai,UAE,24.983282,55.179132,For Sale
899999,Average,Apartment,1,2,"Tala Tower, Marina Square, Al Reem Island, Abu Dhabi",Unfurnished,Ready,2024-02-14,73701,Unknown,0,0,0,0,0,Al Reem Island,Abu Dhabi,UAE,24.4935984,54.40784050903402,For Sale
3100000,High,Townhouse,5,6,"Nice, DAMAC Lagoons, Dubai",Unfurnished,Off-Plan,2024-01-31,0,Unknown,0,0,0,0,0,DAMAC Lagoons,Dubai,UAE,25.017012,55.237944,For Sale
1096888,Average,Apartment,2,3,"Grove, Town Square, Dubai",Unfurnished,Off-Plan,2024-02-07,0,Unknown,0,0,0,0,0,Town Square,Dubai,UAE,25.01085145,55.28887629766314,For Sale
900000,Average,Apartment,2,2,"Al Thamam 10, Al Thamam, Remraam, Dubai",Unfurnished,Ready,2024-02-08,69525,AL THAMAM 10,2011,0,7,60,0,Remraam,Dubai,UAE,25.0013542,55.24885632771925,For Sale
1150000,Average,Townhouse,5,7,"Al Yasmeen, Ajman",Unfurnished,Ready,2024-04-11,0,Unknown,0,0,0,0,0,Al Yasmeen,Ajman,UAE,25.4019945,55.5066576,For Sale
3000000,High,Townhouse,3,4,"Cherrywoods, Dubailand, Dubai",Unfurnished,Ready,2024-01-31,154979,Unknown,0,0,0,0,0,Dubailand,Dubai,UAE,25.05865715,55.245999207609245,For Sale
2980000,High,Apartment,2,3,"Grove Museum Views, Saadiyat Grove, Saadiyat Cultural District, Saadiyat Island, Abu Dhabi",Unfurnished,Off-Plan,2024-04-13,0,Unknown,0,0,0,0,0,Saadiyat Island,Abu Dhabi,UAE,24.54597235,54.44368803118431,For Sale
3830000,High,Townhouse,4,4,"The Sustainable City, Yas Island, Abu Dhabi",Unfurnished,Off-Plan,2024-01-11,0,Unknown,0,0,0,0,0,Yas Island,Abu Dhabi,UAE,24.48640395,54.60907120866904,For Sale
3140000,High,Apartment,2,3,"Grove Fountain Views, Saadiyat Grove, Saadiyat Cultural District, Saadiyat Island, Abu Dhabi",Unfurnished,Off-Plan,2024-04-13,0,Unknown,0,0,0,0,0,Saadiyat Island,Abu Dhabi,UAE,24.54597235,54.44368803118431,For Sale
4897000,High,Villa,5,6,"Sendian Villas, Masaar, Tilal City, Sharjah",Unfurnished,Ready,2024-04-18,0,Unknown,0,0,0,0,0,Tilal City,Sharjah,UAE,25.266157,55.584146,For Sale
1679000,Medium,Apartment,2,3,"Tiraz, Naseej District, Aljada, Sharjah",Unfurnished,Off-Plan,2024-04-17,0,Unknown,0,0,0,0,0,Aljada,Sharjah,UAE,25.31816755,55.47543407937037,For Sale
1749000,Medium,Apartment,1,2,"Standpoint Tower 2, Standpoint Towers, Downtown Dubai, Dubai",Furnished,Ready,2024-03-09,110760,BD Standpoint B,2012,0,19,169,0,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale
1700111,Medium,Apartment,1,1,"Address Residences Al Marjan Island, Al Marjan Island, Ras Al Khaimah",Unfurnished,Off-Plan,2024-04-14,0,Unknown,0,0,0,0,0,Al Marjan Island,Ras Al Khaimah,UAE,25.6810601,55.7432555,For Sale
1938000,Medium,Townhouse,2,3,"Yas Park Gate, Yas Island, Abu Dhabi",Unfurnished,Off-Plan,2024-04-18,0,Unknown,0,0,0,0,0,Yas Island,Abu Dhabi,UAE,24.48640395,54.60907120866904,For Sale
4300000,High,Apartment,3,4,"Sea La Vie, Yas Island, Abu Dhabi",Unfurnished,Off-Plan,2024-04-23,0,Unknown,0,0,0,0,0,Yas Island,Abu Dhabi,UAE,24.48640395,54.60907120866904,For Sale
3200000,High,Townhouse,3,5,"Reem Hills, Al Reem Island, Abu Dhabi",Unfurnished,Off-Plan,2024-04-15,0,Unknown,0,0,0,0,0,Al Reem Island,Abu Dhabi,UAE,24.4935984,54.40784050903402,For Sale
2015000,Medium,Townhouse,3,4,"Masdar City, Abu Dhabi",Unfurnished,Ready,2024-03-22,0,Unknown,0,0,0,0,0,Masdar City,Abu Dhabi,UAE,24.42748265,54.6234876171374,For Sale
1960000,Medium,Apartment,1,1,"Al Jazi, Madinat Jumeirah Living, Umm Suqeim, Dubai",Unfurnished,Off-Plan,2024-02-03,0,Unknown,0,0,0,0,0,Umm Suqeim,Dubai,UAE,25.1647586,55.2187285,For Sale
2550000,Medium,Townhouse,3,4,"Sarab Community, Aljada, Sharjah",Unfurnished,Ready,2023-12-19,0,Unknown,0,0,0,0,0,Aljada,Sharjah,UAE,25.31816755,55.47543407937037,For Sale
650000,Average,Apartment,1,1,"Liva, Town Square, Dubai",Unfurnished,Off-Plan,2024-02-21,0,Unknown,0,0,0,0,0,Town Square,Dubai,UAE,25.01085145,55.28887629766314,For Sale
2300000,Medium,Townhouse,3,4,"Mira Oasis 3, Mira Oasis, Reem, Dubai",Unfurnished,Ready,2023-11-20,202404,Unknown,0,0,0,0,0,Reem,Dubai,UAE,25.0315993,55.275689057829474,For Sale
1400000,Medium,Apartment,3,4,"Al Qasimia Building, Al Qasimia, Sharjah",Unfurnished,Ready,2024-04-14,33364,Unknown,0,0,0,0,0,Al Qasimia,Sharjah,UAE,25.345655,55.3970575,For Sale
2000000,Medium,Apartment,3,4,"Rehan Residence, Maryam Island, Al Khan, Sharjah",Unfurnished,Off-Plan,2024-04-19,0,Unknown,0,0,0,0,0,Al Khan,Sharjah,UAE,25.3223781,55.3593947475409,For Sale
1400000,Medium,Apartment,2,3,"SP Oasis, Dubai Silicon Oasis (DSO), Dubai",Unfurnished,Ready,2024-03-08,0,S.P.OASIS,2010,0,8,188,0,Dubai Silicon Oasis (DSO),Dubai,UAE,25.123803,55.384144,For Sale
1783000,Medium,Apartment,2,3,"Bloom Living, Zayed City, Abu Dhabi",Unfurnished,Off-Plan,2023-12-25,0,Unknown,0,0,0,0,0,Zayed City,Abu Dhabi,UAE,23.6515354,53.7019687,For Sale
1800000,Medium,Apartment,1,2,"Naya at District One, District One, Mohammed Bin Rashid City, Dubai",Unfurnished,Off-Plan,2024-03-29,0,Unknown,0,0,0,0,0,Mohammed Bin Rashid City,Dubai,UAE,25.1640592,55.28566124091724,For Sale
500000,Average,Residential Plot,6,8,"Al Zahya, Ajman",Unfurnished,Ready,2024-04-03,0,Unknown,0,0,0,0,0,Al Zahya,Ajman,UAE,25.41401,55.596571,For Sale
3600000,High,Villa,5,7,"Sharjah Sustainable City, Shaghrafa 1, Al Rahmaniya, Sharjah",Unfurnished,Off-Plan,2024-04-13,0,Unknown,0,0,0,0,0,Al Rahmaniya,Sharjah,UAE,25.33455735,55.57830408329693,For Sale
2680000,Medium,Apartment,3,4,"Reem Hills, Al Reem Island, Abu Dhabi",Unfurnished,Off-Plan,2024-04-13,0,Unknown,0,0,0,0,0,Al Reem Island,Abu Dhabi,UAE,24.4935984,54.40784050903402,For Sale
800000,Average,Townhouse,1,2,"Rukan 3, Rukan, Dubailand, Dubai",Unfurnished,Off-Plan,2024-03-26,0,Unknown,0,0,0,0,0,Dubailand,Dubai,UAE,25.05865715,55.245999207609245,For Sale
5000000,High,Townhouse,4,5,"Opal Gardens, District 11, Mohammed Bin Rashid City, Dubai",Unfurnished,Off-Plan,2024-04-04,0,Unknown,0,0,0,0,0,Mohammed Bin Rashid City,Dubai,UAE,25.1640592,55.28566124091724,For Sale
5030000,High,Villa,5,6,"Masaar, Tilal City, Sharjah",Unfurnished,Off-Plan,2024-04-22,0,Unknown,0,0,0,0,0,Tilal City,Sharjah,UAE,25.266157,55.584146,For Sale
3000000,High,Apartment,1,2,"The Source II, Saadiyat Grove, Saadiyat Cultural District, Saadiyat Island, Abu Dhabi",Unfurnished,Off-Plan,2024-04-16,0,Unknown,0,0,0,0,0,Saadiyat Island,Abu Dhabi,UAE,24.54597235,54.44368803118431,For Sale
4000000,High,Apartment,2,3,"Jomana 6, Jomana, Madinat Jumeirah Living, Umm Suqeim, Dubai",Unfurnished,Off-Plan,2024-04-03,0,Unknown,0,0,0,0,0,Umm Suqeim,Dubai,UAE,25.1647586,55.2187285,For Sale
2009888,Medium,Townhouse,4,5,"Royal Park, Masdar City, Abu Dhabi",Furnished,Off-Plan,2024-04-17,0,Unknown,0,0,0,0,0,Masdar City,Abu Dhabi,UAE,24.42748265,54.6234876171374,For Sale
700000,Average,Apartment,0,1,"Ciel Tower, Dubai Marina, Dubai",Furnished,Off-Plan,2024-01-31,0,Unknown,0,0,0,0,0,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale
1900000,Medium,Apartment,3,4,"Water's Edge, Yas Island, Abu Dhabi",Unfurnished,Ready,2024-03-19,137076,Unknown,0,0,0,0,0,Yas Island,Abu Dhabi,UAE,24.48640395,54.60907120866904,For Sale
269200,Average,Apartment,0,1,"Verdana, Dubai Investment Park 1, Dubai Investment Park (DIP), Dubai",Unfurnished,Off-Plan,2024-04-17,0,Unknown,0,0,0,0,0,Dubai Investment Park (DIP),Dubai,UAE,24.983282,55.179132,For Sale
625000,Average,Apartment,1,2,"Masaar Residence, JVC District 15, Jumeirah Village Circle (JVC), Dubai",Unfurnished,Ready,2024-03-26,86350,MASAAR RESIDENCES,2014,0,5,67,0,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale
1920000,Medium,Apartment,2,3,"Misk Apartments, Aljada, Sharjah",Unfurnished,Ready,2024-04-23,100807,Unknown,0,0,0,0,0,Aljada,Sharjah,UAE,25.31816755,55.47543407937037,For Sale
3390000,High,Villa,2,3,"The Springs 15, The Springs, Dubai",Unfurnished,Ready,2024-03-15,167781,Unknown,0,0,0,0,0,The Springs,Dubai,UAE,25.05995825,55.18239787686163,For Sale
1280000,Average,Villa,5,7,"Al Yasmeen, Ajman",Unfurnished,Ready,2024-04-14,99231,Unknown,0,0,0,0,0,Al Yasmeen,Ajman,UAE,25.4019945,55.5066576,For Sale
1290000,Average,Apartment,1,2,"The Crest Tower A, The Crest, Sobha Hartland, Dubai",Unfurnished,Off-Plan,2023-10-12,0,Unknown,0,0,0,0,0,Sobha Hartland,Dubai,UAE,25.177246,55.30791298414965,For Sale
388000,Average,Apartment,0,1,"Blue Pearls, Ajmal Makan, Sharjah Waterfront City, Sharjah",Unfurnished,Off-Plan,2024-04-13,0,Unknown,0,0,0,0,0,Sharjah Waterfront City,Sharjah,UAE,25.503021,55.521243,For Sale
1422325,Medium,Apartment,2,2,"V1TER Residence, JVC District 12, Jumeirah Village Circle (JVC), Dubai",Unfurnished,Off-Plan,2024-04-15,0,Unknown,0,0,0,0,0,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale
869000,Average,Apartment,2,4,"Faradis Tower, Al Mamzar, Sharjah",Furnished,Off-Plan,2024-04-22,0,Unknown,0,0,0,0,0,Al Mamzar,Sharjah,UAE,25.30845345,55.36713780872966,For Sale
1450000,Medium,Villa,5,7,"Al Zahya, Ajman",Unfurnished,Ready,2024-04-14,55955,Unknown,0,0,0,0,0,Al Zahya,Ajman,UAE,25.41401,55.596571,For Sale
1580000,Medium,Villa,7,8,"Al Yasmeen, Ajman",Unfurnished,Ready,2024-04-24,100608,Unknown,0,0,0,0,0,Al Yasmeen,Ajman,UAE,25.4019945,55.5066576,For Sale
1800000,Medium,Villa,3,3,"Elora, The Valley, Dubai",Unfurnished,Off-Plan,2024-04-20,0,Unknown,0,0,0,0,0,The Valley,Dubai,UAE,25.019221,55.447201,For Sale
1600000,Medium,Apartment,2,3,"Tala Tower, Marina Square, Al Reem Island, Abu Dhabi",Unfurnished,Ready,2024-01-11,95644,Unknown,0,0,0,0,0,Al Reem Island,Abu Dhabi,UAE,24.4935984,54.40784050903402,For Sale
1740000,Medium,Apartment,3,3,"Marlin, Al Reem Island, Abu Dhabi",Unfurnished,Off-Plan,2024-03-27,0,Unknown,0,0,0,0,0,Al Reem Island,Abu Dhabi,UAE,24.4935984,54.40784050903402,For Sale
750000,Average,Apartment,0,1,"Capital Bay Tower A, Capital Bay Towers, Business Bay, Dubai",Furnished,Ready,2024-04-07,67161,Capital Bay A,2014,0,17,148,0,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale
1300000,Average,Townhouse,3,3,"Mimosa, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Unfurnished,Ready,2024-03-25,66633,Unknown,0,0,0,0,0,DAMAC Hills 2 (Akoya by DAMAC),Dubai,UAE,24.982883,55.37972,For Sale
2600000,Medium,Townhouse,3,4,"Ruba, Arabian Ranches 3, Dubai",Unfurnished,Off-Plan,2024-03-20,0,Unknown,0,0,0,0,0,Arabian Ranches 3,Dubai,UAE,25.0651524,55.3227884007741,For Sale
2450000,Medium,Villa,4,5,"Al Reef Villas, Al Reef, Abu Dhabi",Unfurnished,Ready,2024-04-22,208275,Unknown,0,0,0,0,0,Al Reef,Abu Dhabi,UAE,24.4664366,54.65689142777212,For Sale
2837500,Medium,Apartment,3,4,"Reem Hills, Al Reem Island, Abu Dhabi",Unfurnished,Off-Plan,2024-04-13,0,Unknown,0,0,0,0,0,Al Reem Island,Abu Dhabi,UAE,24.4935984,54.40784050903402,For Sale
460000,Average,Apartment,0,1,"Building 207, Mogul, Discovery Gardens, Dubai",Unfurnished,Ready,2024-02-16,50270,Unknown,0,0,0,0,0,Discovery Gardens,Dubai,UAE,25.03827075,55.145695642320376,For Sale
4999999,High,Apartment,3,4,"Empire Estates, Arjan, Dubai",Unfurnished,Off-Plan,2024-04-22,0,Unknown,0,0,0,0,0,Arjan,Dubai,UAE,25.0627549,55.2392983,For Sale
1415048,Medium,Apartment,2,2,"Arjan, Dubai",Unfurnished,Off-Plan,2024-04-17,0,Unknown,0,0,0,0,0,Arjan,Dubai,UAE,25.0627549,55.2392983,For Sale
730000,Average,Apartment,0,1,"Shams Gate District, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",Unfurnished,Ready,2023-11-04,66675,Unknown,0,0,0,0,0,Al Reem Island,Abu Dhabi,UAE,24.4935984,54.40784050903402,For Sale
2000000,Medium,Residential Plot,5,7,"Al Manama, Ajman",Unfurnished,Ready,2024-04-22,0,Unknown,0,0,0,0,0,Al Manama,Ajman,UAE,25.32655425,55.99294289721287,For Sale
2200000,Medium,Apartment,3,4,"Crystal Residences, Maryam Island, Al Khan, Sharjah",Unfurnished,Off-Plan,2024-04-19,0,Unknown,0,0,0,0,0,Al Khan,Sharjah,UAE,25.3223781,55.3593947475409,For Sale
1749999,Medium,Apartment,1,2,"Ellington House 2, Ellington House, Dubai Hills Estate, Dubai",Unfurnished,Off-Plan,2024-03-21,0,Unknown,0,0,0,0,0,Dubai Hills Estate,Dubai,UAE,25.12689085,55.263874387067744,For Sale
600000,Average,Apartment,0,1,"Sherlock Circus 1, Sherlock Circus, Uptown Motor City, Motor City, Dubai",Unfurnished,Ready,2024-03-21,56258,SHERLOCK CIRCUS 1,2009,0,6,65,0,Motor City,Dubai,UAE,25.0476902,55.23820948643042,For Sale
1896000,Medium,Apartment,3,4,"Equiti Home, Al Furjan West, Al Furjan, Dubai",Unfurnished,Off-Plan,2024-04-19,0,Unknown,0,0,0,0,0,Al Furjan,Dubai,UAE,25.0267099,55.1469903,For Sale
1893000,Medium,Townhouse,4,4,"Natura, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Unfurnished,Off-Plan,2024-03-28,0,Unknown,0,0,0,0,0,DAMAC Hills 2 (Akoya by DAMAC),Dubai,UAE,24.982883,55.37972,For Sale
1545000,Medium,Apartment,2,3,"Sharjah Waterfront City, Sharjah",Unfurnished,Off-Plan,2024-04-14,0,Unknown,0,0,0,0,0,Sharjah Waterfront City,Sharjah,UAE,25.503021,55.521243,For Sale
4350000,High,Villa,5,7,"Shoumous Residential Complex, Sharjah Garden City, Sharjah",Unfurnished,Off-Plan,2024-04-21,0,Unknown,0,0,0,0,0,Sharjah Garden City,Sharjah,UAE,25.196622,55.635824,For Sale
2600000,Medium,Villa,4,5,"Shaghrafa 1, Al Rahmaniya, Sharjah",Unfurnished,Off-Plan,2023-04-27,0,Unknown,0,0,0,0,0,Al Rahmaniya,Sharjah,UAE,25.33455735,55.57830408329693,For Sale
450000,Average,Apartment,0,1,"Tenora, Residential District, Dubai South, Dubai",Furnished,Ready,2024-04-07,36904,TENORA,2015,0,10,211,0,Dubai South,Dubai,UAE,24.9144391,55.1615128,For Sale
956000,Average,Apartment,1,2,"Samana Lake Views, Dubai Production City (IMPZ), Dubai",Unfurnished,Off-Plan,2024-04-19,0,Unknown,0,0,0,0,0,Dubai Production City (IMPZ),Dubai,UAE,25.03078,55.188226,For Sale
1440000,Medium,Townhouse,3,3,"Aquilegia, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Unfurnished,Ready,2024-01-17,88763,Unknown,0,0,0,0,0,DAMAC Hills 2 (Akoya by DAMAC),Dubai,UAE,24.982883,55.37972,For Sale
4500000,High,Penthouse,4,5,"Wind Tower II, Wind Towers, Jumeirah Lake Towers (JLT), Dubai",Unfurnished,Off-Plan,2024-02-09,0,Unknown,0,0,0,0,0,Jumeirah Lake Towers (JLT),Dubai,UAE,25.0690625,55.141165591907736,For Sale
3000000,High,Hotel Apartment,3,4,"Rove Home Aljada, Aljada, Sharjah",Unfurnished,Off-Plan,2024-04-21,0,Unknown,0,0,0,0,0,Aljada,Sharjah,UAE,25.31816755,55.47543407937037,For Sale
630000,Average,Apartment,0,1,"Tuscan Residence, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Furnished,Ready,2024-04-20,75932,Unknown,0,0,0,0,0,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale
613000,Average,Apartment,0,1,"Torino by ORO24 Building 6, Torino by ORO24, Arjan, Dubai",Unfurnished,Off-Plan,2024-03-27,0,Unknown,0,0,0,0,0,Arjan,Dubai,UAE,25.0627549,55.2392983,For Sale
2114000,Medium,Apartment,2,3,"Gardenia Bay, Yas Island, Abu Dhabi",Unfurnished,Off-Plan,2024-04-22,0,Unknown,0,0,0,0,0,Yas Island,Abu Dhabi,UAE,24.48640395,54.60907120866904,For Sale
1500000,Medium,Apartment,2,3,"Ansam 1, Ansam, Yas Island, Abu Dhabi",Unfurnished,Ready,2024-04-19,133967,Unknown,0,0,0,0,0,Yas Island,Abu Dhabi,UAE,24.4940223,54.6073721,For Sale
1708329,Medium,Apartment,2,3,"Avenue Residence 6, Al Furjan, Dubai",Unfurnished,Off-Plan,2024-04-23,0,Unknown,0,0,0,0,0,Al Furjan,Dubai,UAE,25.0267099,55.1469903,For Sale
1970000,Medium,Villa,5,5,"Azha Community, Al Amerah, Ajman",Unfurnished,Off-Plan,2024-04-15,0,Unknown,0,0,0,0,0,Al Amerah,Ajman,UAE,25.391331,55.580864,For Sale
2500000,Medium,Apartment,3,5,"Sky Tower, Shams Gate District, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",Unfurnished,Ready,2024-03-16,120111,Unknown,0,0,0,0,0,Al Reem Island,Abu Dhabi,UAE,24.4935984,54.40784050903402,For Sale
4350000,High,Villa,5,8,"Sharjah Garden City, Sharjah",Unfurnished,Off-Plan,2024-04-15,0,Unknown,0,0,0,0,0,Sharjah Garden City,Sharjah,UAE,25.196622,55.635824,For Sale
2500000,Medium,Villa,2,2,"The Cove Rotana Resort, Ras Al Khaimah",Furnished,Ready,2024-04-23,0,Unknown,0,0,0,0,0,The Cove Rotana Resort,Ras Al Khaimah,UAE,25.7376806,55.888052,For Sale
984000,Average,Apartment,1,2,"Nesba, Aljada, Sharjah",Unfurnished,Off-Plan,2024-04-16,0,Unknown,0,0,0,0,0,Aljada,Sharjah,UAE,25.31816755,55.47543407937037,For Sale
2950000,High,Apartment,1,1,"Azure Residences, Palm Jumeirah, Dubai",Unfurnished,Ready,2024-02-01,188133,AZURE RESIDENCES,2015,0,12,247,0,Palm Jumeirah,Dubai,UAE,25.10019025,55.11853499506269,For Sale
3500000,High,Villa,4,5,"Noya Viva, Noya, Yas Island, Abu Dhabi",Unfurnished,Off-Plan,2024-04-19,0,Unknown,0,0,0,0,0,Yas Island,Abu Dhabi,UAE,24.4940223,54.6073721,For Sale
1400000,Medium,Apartment,2,2,"Water's Edge, Yas Island, Abu Dhabi",Unfurnished,Ready,2024-03-22,87964,Unknown,0,0,0,0,0,Yas Island,Abu Dhabi,UAE,24.48640395,54.60907120866904,For Sale
1240000,Average,Apartment,0,1,"Oceanz 1, Oceanz by Danube, Dubai Maritime City, Dubai",Furnished,Off-Plan,2024-04-24,0,Unknown,0,0,0,0,0,Dubai Maritime City,Dubai,UAE,25.262151,55.26537042587559,For Sale
